"","X","ID","day","Atease","Calm","Relaxed","Drowsy","Sluggish","Tired","Content","Pleased","Happy","Alert","Aroused","Hyperactivated","Miserable","Troubled","Unhappy","Sleepy","Quiet","Still","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Active","Alone","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"11889",11889,1145,14,0.25,0.25,0,0.25,0.5,0.5,0,0.25,0,0.5,0.75,0.25,1,0.5,1,0.5,0.75,0,0,0.5,0.75,0.25,1,1,1,0.5,0,1,0,1,0.75,0.25,0,0.5,0,0.5,0.75,0.25
"11890",11890,1145,15,0,0,0,0,0,0,0.5,0,0,0.75,0.75,0.75,1,1,1,0,0.75,0,1,0.5,1,0,0,0,1,1,0.75,0.25,0.75,1,0.5,1,0.25,0.5,0.25,0.25,0.5,0.5
"11891",11891,1145,16,0,0.5,0.25,0,0,0.25,0,0.25,0,0.5,0,0,1,0.75,1,0.25,0.75,1,0.75,1,1,0.75,0.25,0.25,0.75,1,0,0.5,0.25,1,0.25,0.25,0,1,0,0.5,0,0.25
"11892",11892,1145,17,0,0.75,0,0,0,0,0,0.5,0,0,0.5,1,1,0.5,1,0,0.75,0.25,0,0.75,1,0.5,0.25,0.25,1,1,0,0,0.5,1,0.5,0.5,0.5,0.25,0,0.5,0.25,0.25
"11893",11893,1145,18,0.25,0.75,0.25,0.25,0.5,0.5,0,0,0,0,0.25,0.25,0.75,0,1,0.5,0.75,0,0,0,1,0,0.75,0.25,0.5,0.25,0,0.75,0,1,0.25,0.25,0.25,0.5,0,0.5,0.75,0.25
"11894",11894,1145,19,0.25,0.25,0,0.5,0.5,0.5,0,0.5,0,0,0,0.25,1,0.75,1,0.75,0.75,0.25,0.5,0.75,1,1,0.75,0,0.75,0.25,0.5,0.75,0.5,1,0,0.25,0.25,0.25,0,0,0.5,0.75
"11895",11895,1145,20,0.25,1,0,0.25,0.5,0.5,0.25,0.25,0.25,0,0.25,0.25,0.5,0.75,1,0.5,0.75,0.5,0.25,0.25,1,0,0.75,0.25,0.5,0.5,0,0.5,0.25,1,0.25,0.25,0.25,0.25,0,0.25,0.5,0.25
"11896",11896,1145,21,0.25,0,0.25,0.5,0.5,0.5,0,0,0.25,0.25,0,0.25,1,0.75,1,0.25,0.75,0.75,0,0,1,0.75,0.75,0.5,0,0,0.25,1,0,1,0,0.25,0,0,0.25,0.25,0.5,0.25
"11897",11897,1145,22,0,0.75,0,0.25,0.25,0.5,0.5,0.25,0,0.25,0.25,0,0.75,0.75,1,0.75,0.75,0.25,0.5,0.25,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.75,1,0.25,0.75,0.5,0.25,0,0.5,0.5,0.5
"11898",11898,1145,23,0,0,0.25,0.5,0.25,0.75,0.25,0.25,0.5,0,0.5,0,1,1,1,0.75,0.75,0,0.5,0,1,1,0,0.25,0.75,0.75,1,0,0.75,1,0.5,0.75,0.5,0.75,0.25,0.75,0.25,0.5
"11899",11899,1145,24,0.25,0.5,0.25,0.25,0.5,0.25,0,0.75,0.5,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.75,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5
"11900",11900,1145,25,0.25,0.5,0,0.5,0.5,0.75,0.25,0.25,0.25,0,0.75,1,0.75,0.75,0.75,1,0.75,0.25,0.25,0.25,0.75,0,0.75,0,0.75,1,0,1,0.5,1,0.75,0.75,0.25,0.5,0.25,0.25,0.75,0.25
"11901",11901,1146,1,0.25,0.75,0.5,0.75,0.75,1,0.25,0.5,0.25,0,0,0,0.75,0.5,0.25,0.75,0.75,0.5,0,0,0.25,0,0,0,0.5,0.25,0,0,0.25,0.25,0.5,0.5,0.25,0,0.25,0.25,0,0.25
"11902",11902,1146,2,0.25,0.5,0.5,0.25,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0,0,0.75,0,0.5,0.5,0.5,0,0,0.75,0,0,0,0.25,0,0,0,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.25,0.5
"11903",11903,1146,3,0.75,0.75,0.5,0.25,0,0.25,0.75,0.75,0.5,0.75,0.25,0.5,0,0.25,0,0.25,0.25,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0,0.75,0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5
"11904",11904,1146,4,1,0.25,0.75,0.25,0.25,0,0.75,0.75,0.75,0.75,0.5,0.5,0,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0.25,0.5,0.25,0,0,0.75,0,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75
"11905",11905,1146,5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0,0.25,0.5,0,0.25,0.75,0.5,0.25,0,0,0,0,0.5,0.5,0.5,0,0,0.75,0.5,0.75,0.75,0.25,0.75,0.75,0.75,0.25,0.25
"11906",11906,1146,6,0.25,0.25,0.5,0.25,0,0.25,1,1,1,0.75,1,0.75,0,0,0,0.25,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0.75,0,0.75,0.75,1,1,0.75,0.75,1,1
"11907",11907,1146,7,0.75,0.75,0.75,0.75,0.25,0.75,0.75,0.5,0.5,0.25,0.5,0,0,0,0,0.75,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0.75,0.5,0.25,0.5,0.5,0.75,0.5,0.25
"11908",11908,1146,8,0.75,0.75,0.75,0.5,0.25,0.25,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0,0.5,0.5,0.25,0.25,0,0.25,0,0,0,0.25,0.5,0,0.25,0.5,0.5,0.75,0.25,0.5,0.75,0.75,0.75,0.5,0.5
"11909",11909,1146,9,0.75,0.75,0.75,0.25,0.25,0,0.75,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0.75,0,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75
"11910",11910,1146,10,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0,0,0,0.25,0.5,0.75,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5
"11911",11911,1146,11,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.75,0.25,0.25,0.75,0.5,0,0,0.75,0,0.25,0.25,0.75,0.5,0,0.25,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5
"11912",11912,1146,12,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0.75,0.5,0.5,0.75,0.5,0,0.25,0.25,0.25,0.25,0.25,0,0,0.25,0,0,0,0.5,0.25,0,0.25,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.5,0.75
"11913",11913,1146,13,0.75,0.5,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0,0.75,0.25,0.25,0.5,0.5,0.25,0,0.5,0,0,0.75,0.5,0.5,0,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5
"11914",11914,1146,14,0.75,0.75,0.5,0.25,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.75,0.75,0,0,0.5,0.5,0.25,0.25,0.25,0.5,0,0,0.25,0.75,0.75,0.25,0.5,0.25,0.5,0.5,0.5,0.5
"11915",11915,1146,15,0.75,0.5,0.75,0.25,0.25,0.5,0.75,0.75,0.75,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.5,0,0,0,0.5,0.25,0,0,0.75,0.75,0,0,0.75,0,0.75,0.25,0.75,0.75,0.75,0.75,0.5,0.5
"11916",11916,1146,16,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.5,0.75,0,0.75,1,0.75,0.25,0.75,0.5,0.5,0.25,1,0.5,0,0.25,1,0.75,0,0.25,0.25,0.25,1,0,0.25,0.5,0.5,0.25,0,0
"11917",11917,1146,17,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.75,0.5,0.75,0.25,0.5,0.25,0.25,0.5,0.25,0,0,0.5,0.25,0,0.25,0.5,0.5,0,0.25,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.25,0.5
"11918",11918,1146,18,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.75,0.75,0.75,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0,0.5,0,0,0,0.75,0.75,0,0,0.75,0.25,0.75,0.25,0.75,1,0.75,0.75,0.25,0.5
"11919",11919,1146,19,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0,0,0.5,0,0.5,0.75,0.25,0.5,0,0.75,0.75,0.5,0.75,0.75,0.25,0.5,0.5,0.5,0.5,0.5
"11920",11920,1146,20,0.75,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.75,0.25,0,0.25,0.5,0,0,0.25,0.25,0.5,0,0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.25,0.5
"11921",11921,1146,21,0.75,0.75,0.75,0.25,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.75,0.25,0.25,0.5,0.25,0,0,0.75,0,0,0,0.5,0.25,0,0,0.5,0.5,0.75,0.25,0.5,0.75,0.75,0.75,0.5,0.5
"11922",11922,1146,22,0.75,0.75,0.75,0.25,0.25,0.25,0.75,0.75,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0,0.25,0.5,0,0,0,0.5,0.25,0,0,0.5,0.25,0.75,0.5,0.5,0.75,0.75,0.75,0.25,0.5
"11923",11923,1146,23,0.75,0.75,0.75,0.25,0.25,0,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0,0.75,0.25,0.75,0.75,0.5,0.75,0.75,0.75,0.25,0.5
"11924",11924,1146,24,0.75,0.5,0.75,0.25,0.25,0.25,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0,0.25,0.25,0,0,0,0.25,0.25,0,0,0.75,0.25,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.5
"11925",11925,1146,25,0.75,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.75,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0,0,0.5,0.5,0,0,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.25
"11926",11926,1147,1,0.5,0.5,0.5,0.25,0,0.25,0.75,0.75,0.5,0.5,0.5,0,0,0.5,0.25,0.5,0.5,0,0.25,0.75,0.5,0,0,0.25,0.5,0.5,0,0.25,0.75,0.25,0.25,0.75,0,0,0.5,0.5,0.5,0
"11927",11927,1147,2,0.5,0.25,0.75,0,0,0.25,0.75,0.75,1,0.5,0.5,0.75,0.25,0.25,0,0,0,0,0.5,0.25,0.25,0.75,0,0,0.25,0.5,0,0,1,0,0.5,0.75,1,0.5,0.5,0.75,0.25,0
"11928",11928,1147,3,0.5,0.5,0.5,0.25,0,0.25,1,1,0.75,0.75,0.75,0.5,0,0,0,0.25,0,0,0,0.25,0,0,0,0.25,0.5,0.25,0,0.25,1,0,1,1,0.75,0.75,1,0.75,1,0.75
"11929",11929,1147,4,0.25,0.5,0.25,1,0.75,1,0.5,0.5,0.5,0,0,0,0.25,0.5,0.75,1,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.75,0.25,0.5,0.25,0.25,0.25,0
"11930",11930,1147,5,0.5,0.75,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0,0,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0,0.25,0.5,0.5,0.75,0.25,0.5,0.25,0.75,0.75,0.5,0.5,0.25,0.75,0.5,0.25
"11931",11931,1147,6,0.5,0.75,0.75,0.25,0.25,0.25,0.25,0.75,0.5,0.5,0.75,0,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.75,1,0.25,0.5,0.25,0.5,0.5,0.25
"11932",11932,1147,7,0.5,0.5,0.75,0.25,0.5,0.5,0.75,0.75,0.5,1,0.75,0.75,0.25,0,0.25,0.25,0.5,0,0,0.25,0,0,0,0.5,0.25,0.5,0.25,0.25,1,0.25,0.5,1,0.75,0.5,0.75,0.5,0.5,0.25
"11933",11933,1147,8,0.25,0.5,0.25,0.75,0.75,0.75,0.5,0.5,0.25,0,0.5,0,0.25,0.25,0.25,0.75,0.25,0.25,0,0.5,0.5,0.25,0.25,0.5,0.5,0,0.25,0.5,0.25,0.5,0.5,0.75,0.25,0,0.25,0.5,0.25,0.25
"11934",11934,1147,9,0.25,0.5,0.25,0.5,0.25,0.75,0.25,0.5,0.5,0.5,0.75,0,0.5,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.75,0.25,0.25,0.75,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.25,0.75,0.25,0.75,0,0
"11935",11935,1147,10,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.75,0,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.75,0.5,0.25,0,0.5,0.5,0.5,0.5,0.25,0.75,1,0.5,0.75,0.25,0.25,0.5,0.75,0.25,0.25
"11936",11936,1147,11,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.75,0.75,0.5,0.25,0.75,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.25
"11937",11937,1147,12,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.25,0.75,0.75,0.25,0.75,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0
"11938",11938,1147,13,0.5,0.25,0.5,0,0,0.5,0.75,0.75,0.75,0.5,0.25,0,0,0,0.25,0.25,0,0.75,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.5,1,0,0.75,1,0.75,0.5,0.5,0.75,0.25,0.5
"11939",11939,1147,14,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0,0.25,0.5,0.75,0.25,0.75,0.75,0.75,0.25,0.25,0,0.25,0.75,0.75,0.75,0.75,1,1,0.75,0.5,0.75,0.5,0.5,0.75,1,0.25,1,0.25,0.75,0.5,0.25
"11940",11940,1147,15,0.75,0.75,0.75,0.5,0.5,0.25,1,0.75,0.75,0.5,0.75,0.5,0,0.25,0,0.25,0.25,0.25,0.25,0,0.25,0,0,0,0.5,0.25,0,0.25,0.75,0.25,0.75,1,1,0.75,0.75,0.75,0.75,0.5
"11941",11941,1147,16,0.75,0.75,0.5,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.5,0,0.25,0.25,0.5,0.25,0,0,0,0.25,0.25,0.25,0.25,0.5,0.5,0,0.25,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.75,0.25,0.5
"11942",11942,1147,17,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.25,0.75,0,0,0,0,0.5,0.25,0.5,0,0.25,0.25,0,0,0.25,0.25,0.5,0,0.25,0.75,0.25,0.75,1,0.25,0.5,0.75,0.75,0.5,0.5
"11943",11943,1147,18,0.75,1,0.75,0.5,0.5,0.5,0.75,0.25,0.5,0.25,0.75,0,0.25,0.75,0.25,0.5,0.5,0.25,0,0.5,0,0.25,0,0.5,0.25,0.25,0.5,0,0.75,0.5,0.75,1,0.5,0,0.75,0.75,0.25,0.25
"11944",11944,1147,19,0.5,0.5,0.5,0.5,0.5,0.5,1,0.75,0.75,0.75,0.75,0.5,0,0.25,0,0.25,0.25,0.75,0.25,0.5,0.25,0,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5
"11945",11945,1147,20,0.75,0.75,0.75,0.5,0.5,0.25,0.75,0.75,0.75,0.5,0.75,0.25,0,0.25,0,0.5,0.25,0.75,0.25,0.5,0,0,0,0.25,0.5,0.25,0.25,0.25,0.75,0.25,0.75,0.75,0.5,1,0.5,0.75,0.5,0.75
"11946",11946,1147,21,0.75,0.5,0.5,0.25,0.25,0.5,0.75,0.75,0.75,0.5,0.75,0.25,0.25,0.25,0.25,0.25,0.5,0,0.25,0.25,0.25,0.25,0,0.25,0.5,0,0,0,0.75,0.5,0.75,1,0.75,0.75,0.75,0.75,0.25,0.5
"11947",11947,1147,22,0.75,0.75,0.75,0.75,0.5,0.5,1,0.75,0.5,0.25,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0.25,0,0,0,0.25,0.5,0.25,0,0,0.75,0,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.75
"11948",11948,1147,23,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0,0,0.5,0.25,0,0,0.25,0.5,0.25,0,0.25,0.75,0.25,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0.5
"11949",11949,1147,24,0.5,0.5,0.75,0.5,0.25,0.25,0.75,0.75,0.75,0.5,0.75,0.5,0,0.25,0,0.5,0.25,0,0,0,0.25,0,0,0.25,0.5,0.5,0.5,0.25,0.75,0,0.75,0.75,0.75,0.75,0.25,0.75,0.5,0.5
"11950",11950,1147,25,0.75,0.75,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0.75,0.25,0.25,0,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.5,0.75,0.25,0.5,0.75,0.25,0.75,1,0.5,1,1,0.75,0.5,0.75
"11951",11951,1148,1,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.5
"11952",11952,1148,2,0.5,0.5,0.5,0.5,0.25,0.5,0.75,0.25,0.5,0.25,0.25,0.25,0.5,0.75,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5
"11953",11953,1148,3,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.75,0.25,0.5
"11954",11954,1148,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.5
"11955",11955,1148,5,0.5,0.5,0.5,0.25,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5
"11956",11956,1148,6,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25
"11957",11957,1148,7,0.5,0.5,0.25,0.5,0.75,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.75,0.5,0.75,0.75,0.5,0.25,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.5
"11958",11958,1148,8,0.5,0.75,0.75,0,0,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.5,0.5,0,0.5
"11959",11959,1148,9,0.25,0.25,0.5,0.5,0.75,0.75,0.25,0.25,0.25,0,0,0,0.5,0,0.25,0.75,0.25,0.5,0.5,0.5,0.75,0,0.5,0,0,0.5,0.25,0.25,0.25,0.75,0.5,0.5,0.25,0,0,0.25,0,0.25
"11960",11960,1148,10,0.5,0.25,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.25,0,0.25,0.25,0,0.25,0.5,0.25,0.5,0,0.5,0,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.75,0.25,0.5,0.75,0.75,0.75,0.25,0.5,0.5,0.5
"11961",11961,1148,11,0.5,0.5,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0,0,0,0,0,0.25,0.5,0,0.25,0,0.25,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.5
"11962",11962,1148,12,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0,0.25,0.25,0,0.25,0.25,0.5,0.25,0.25,0,0.5,0,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0,0.25,0.25,0.25
"11963",11963,1148,13,0.75,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0,0.25,0,0.25,0,0.5,0.5,0.5,0.25,0,0.25,0.5,0,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.75,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25
"11964",11964,1148,14,0.5,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.5,0.5
"11965",11965,1148,15,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.75,0.75,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0,0.25,0.25,0.25,0,0.5,0.25,0.75,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.75,0.5,0.25,0.5,0.75,0.5
"11966",11966,1148,16,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0,0.25,0.5,0,0.25,0,0.25,0.25,0,0.25,0.5,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5
"11967",11967,1148,17,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.25
"11968",11968,1148,18,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.25,0,0.25,0.25,0.5,0.25,0.5,0,0,0,0.25,0,0.5,0,0,0.5,0,0.25,0.25,0.75,0.5,0.25,0.5,0.5,0.25,0.5,0.75,0.25
"11969",11969,1148,19,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0.25,0,0.5,0.5,0.25,0.5,0.25,0,0,0.5,0,0.25,0.25,0.25,0.25,0,0,0.25,0.75,0.25,0.5,0.25,0.5,0.5,0.75,0.75,0.5
"11970",11970,1148,20,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.5
"11971",11971,1148,21,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.5,0.75,0.5,0.5,0.25,0.25,0.25,0.5,0,0.25,0.25,0.25,0,0,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0,0.25
"11972",11972,1148,22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0,0.5,0.5,0,0.25,0.5,0.25,0.25,0,0,0.25,0,0.25,0,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25
"11973",11973,1148,23,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0,0,0,0.75,0,0.75,0.5,0.5,0.5,0.25,0,0.75,0,0.25,0.25,0.25,0.5,0,0.25,0,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25
"11974",11974,1148,24,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.25
"11975",11975,1148,25,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.75,0.75,0.25,0.5,0.5,0.25,0.25,0.75,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.25
"11976",11976,1149,1,0.75,0.5,0.5,0,0,0.25,0.75,0.75,1,0.5,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0.25,0,0,0,0.25,0.75,0,0.75,0.75,0.75,0.5,0,0.75,0.25,0.25
"11977",11977,1149,2,0.75,0.5,0.5,0,0,0,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.75,0.75,0,0,0.5,0.25,0.5
"11978",11978,1149,3,0.5,0.75,0.25,0.75,0.75,1,0.5,0.5,0.5,0.25,0,0,0,0,0.5,1,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0.25,0.25,0.25,0,0.25,0,0.5
"11979",11979,1149,4,0.25,1,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,0,0.25,0.75,0.5,0,0,0,0,0,0.75,0,0,0,0.25,0.25,0,0.5,0.75,0.75,0.5,0.25,0.5,0.5,0.25
"11980",11980,1149,5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0,0,0,0,0,0.5,0.25,0.5,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0,0.75,0.25,0.25,0.25,0,0.25,0.5,0.25
"11981",11981,1149,6,0.75,0.25,0.25,0.25,0,0.25,0.75,0.5,0.75,0.75,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0.75,0.25,0.5,0.25,0.5,0.5,0.5
