"","X","ID","day","beep","observationID","Proud","Success","Superior","Angry","Envious","Resentful","Ashamed","Insecure","Enthusiastic","Relaxed","Anxious","Sad"
"15142",15142,117,21,3,96,0.2,0.2,0,0,0,0,0,0,1,1,0,0
"15143",15143,117,21,4,97,0,0,0,0.4,0,0,0,0.2,0,0.6,0,0
"15144",15144,117,21,5,98,0.2,0.4,0,0,0,0,0,0.4,1,1,0,0
"15145",15145,117,21,6,99,0,0,0,0,0,0,0,0.2,0.6,1,0,0
"15146",15146,117,22,1,100,0.2,0.2,0,0,0,0,0,0.2,1,1,0,0
"15147",15147,117,22,2,101,0,0,0,0,0,0,0.2,0,0,1,0,0
"15148",15148,117,22,3,102,0.4,0.4,0,0,0,0,0,0,1,1,0,0
"15149",15149,117,22,4,103,0.6,0.8,0,0,0,0,0,0,1,1,0,0
"15150",15150,117,22,5,104,0.6,1,0,0,0,0,0,0,1,1,0,0
"15151",15151,117,22,6,105,0,0,0,0,0,0,0,0,0.6,1,0,0
"15152",15152,117,23,1,106,0.4,0.6,0,0.4,0,0,0,0,1,1,0,0
"15153",15153,117,23,2,107,0.6,0.6,0,0,0,0,0,0,1,1,0,0
"15154",15154,117,23,3,108,0.2,1,0,0,0,0,0,0,1,1,0,0
"15155",15155,117,23,4,109,0.4,0.4,0,0,0,0,0,0,1,1,0,0
"15156",15156,117,23,5,110,0,0,0,0,0,0,0,0.2,1,1,0,0
"15157",15157,117,23,6,111,0,0,0,0,0,0,0,0,1,1,0,0
"15158",15158,117,24,1,112,0.4,0.4,0,0,0,0,0,0,1,1,0,0
"15159",15159,117,24,2,113,0.2,0.6,0,0,0,0,0,0,1,1,0,0
"15160",15160,117,24,3,114,0.6,1,0,0,0,0,0,0,1,1,0,0
"15161",15161,117,24,4,115,0,0,0,0,0,0,0,0,0.4,1,0,0
"15162",15162,117,24,5,116,1,1,0,0,0,0,0,0,1,1,0,0
"15163",15163,117,25,1,117,0.8,0.8,0,0.6,0,0,0,0.4,0,0.4,0.2,0.4
"15164",15164,117,25,2,118,0,0,0,0,0,0,0,0,0.4,1,0,0
"15165",15165,117,25,3,119,0,0,0,0,0,0,0,0,0.4,1,0,0
"15166",15166,117,25,4,120,0.8,1,0,0,0,0,0,0,1,1,0,0
"15167",15167,117,25,5,121,0.4,0.4,0,0,0,0,0,0,1,1,0,0
"15168",15168,117,26,1,122,0.2,0.2,0,0.2,0,0.2,0,0,1,1,0,0
"15169",15169,117,26,2,123,0.4,0.4,0,0,0,0,0,0,1,1,0,0
"15170",15170,117,26,3,124,0.8,0.8,0,0,0,0,0,0,1,1,0,0
"15171",15171,117,26,4,125,1,1,0,0,0,0,0,0,1,1,0,0
"15172",15172,117,26,5,126,0.2,0.2,0,0,0,0,0,0,1,1,0,0
"15173",15173,117,26,6,127,0.2,0.2,0,0,0,0,0,0,1,1,0,0
"15174",15174,117,27,1,128,0.6,0.6,0,0,0,0,0,0,1,1,0,0
"15175",15175,117,27,2,129,0.2,0.2,0,0,0,0,0,0,1,1,0,0
"15176",15176,117,27,3,130,0,0,0,0,0,0,0,0,1,1,0,0
"15177",15177,117,27,4,131,0,0,0,0,0,0,0,0,1,1,0,0
"15178",15178,117,27,5,132,0.2,0.2,0,0,0,0,0,0,0.6,0.8,0,0
"15179",15179,117,28,1,133,0.2,0.2,0,0,0,0,0,0,1,1,0,0
"15180",15180,117,28,2,134,0.2,0.2,0,0,0,0,0,0,1,1,0,0
"15181",15181,117,28,3,135,0,0,0,0,0,0,0,0,1,1,0,0
"15182",15182,117,28,4,136,0,0,0,0,0,0,0,0,1,1,0,0
"15183",15183,117,28,5,137,0,0,0,0,0,0,0,0,1,1,0,0
"15184",15184,117,28,6,138,0.8,0.8,0,0,0,0,0,0,1,1,0,0
"15185",15185,118,1,1,1,0.6,0.6,0.8,0,0,0,0,0,0.4,1,0,0
"15186",15186,118,1,2,2,0,0,0,0.4,0,0,0.4,0.6,0,0.6,0.2,0
"15187",15187,118,1,3,3,0,0.4,0,0.2,0.4,0,0,0.6,0,0.8,0,0.2
"15188",15188,118,1,4,4,0.8,0.8,0.2,0,0,0,0,0.4,0.4,0.6,0.2,0
"15189",15189,118,1,5,5,0.6,0.6,0.6,0,0,0,0,0,0.6,1,0,0
"15190",15190,118,2,1,6,0.6,0.8,0.6,0,0,0,0,0,1,1,0,0
"15191",15191,118,2,2,7,0.6,0.8,0.6,0.2,0,0,0,0,0.8,1,0,0
"15192",15192,118,2,3,8,0.4,0.2,0.2,0,0,0,0,0.4,0,0.6,0,0
"15193",15193,118,2,4,9,0.6,0.6,0,0,0.2,0,0,0,0.4,0.8,0,0
"15194",15194,118,2,5,10,0.6,0.6,0,0,0,0,0,0,1,0.8,0,0
"15195",15195,118,3,1,11,0.6,0.8,0.2,0,0,0,0,0.4,0.6,0.6,0,0
"15196",15196,118,3,2,12,1,1,0.6,0,0.2,0,0,0,1,0.6,0,0
"15197",15197,118,3,3,13,1,1,0.8,0,0.2,0,0,0,0.8,0.8,0,0
"15198",15198,118,3,4,14,1,1,0.8,0,0,0,0,0.2,1,0.8,0,0
"15199",15199,118,4,1,15,0.8,0.6,0.4,0,0,0,0,0.2,1,0.4,0.2,0
"15200",15200,118,4,2,16,0.8,0.6,0.4,0.2,0,0,0,0,0.4,0.8,0,0
"15201",15201,118,4,3,17,0.2,0.4,0.2,0,0.2,0,0,0,0.2,0.6,0,0
"15202",15202,118,4,4,18,0.4,0.4,0,0,0,0,0,0.4,0.2,0.6,0,0
"15203",15203,118,4,5,19,0.6,0.4,0.2,0.2,0,0,0,0.2,0.4,0.6,0,0
"15204",15204,118,4,6,20,0.6,0.8,0.4,0,0,0,0,0.4,0.8,0.8,0.2,0
"15205",15205,118,5,1,21,1,1,0.6,0,0,0,0,0,0.8,0.8,0,0
"15206",15206,118,5,2,22,0.4,0.6,0.4,0.2,0,0,0,0,0.6,0,0,0
"15207",15207,118,5,3,23,0.6,0.6,0.2,0,0.2,0,0,0,0.4,0.4,0,0.4
"15208",15208,118,5,4,24,0.2,0.4,0.2,0,0,0,0,0.2,0.4,0.6,0,0
"15209",15209,118,5,5,25,0.4,0.4,0.2,0.2,0,0,0,0.4,0.2,0.6,0,0
"15210",15210,118,5,6,26,0.2,0,0,0.2,0,0,0.2,0,0.2,1,0,0
"15211",15211,118,6,1,27,0.4,0.8,0.6,0.2,0,0,0,0,0.6,1,0,0
"15212",15212,118,6,2,28,0.6,0.6,0.4,0,0,0,0,0,0.6,0.6,0,0
"15213",15213,118,6,3,29,0,0,0,0.2,0,0,0,0.4,0,0.4,0,0.2
"15214",15214,118,6,4,30,0,0,0,0.2,0,0,0.2,0.8,0,0.4,0,0
"15215",15215,118,6,5,31,0.4,0.6,0.2,0,0,0,0,0.2,0.4,0.4,0,0
"15216",15216,118,6,6,32,0.4,0.4,0.2,0,0,0,0,0.6,0.4,0.4,0,0
"15217",15217,118,7,1,33,0.6,0.6,0.4,0,0,0,0,0.2,0.6,1,0,0
"15218",15218,118,7,2,34,0.6,0.6,0.4,0.2,0,0,0,0.2,0.6,0.8,0,0
"15219",15219,118,7,3,35,0.6,0.8,0.8,0.2,0,0,0,0.2,0.6,0.8,0,0
"15220",15220,118,7,4,36,0.6,0.8,0.8,0,0,0,0,0,1,0.8,0,0
"15221",15221,118,7,5,37,0.6,0.4,0,0,0,0,0,0,1,1,0,0
"15222",15222,118,7,6,38,0.6,0.4,0.8,0,0,0,0.2,0,0.8,1,0,0
"15223",15223,118,8,1,39,0.8,0.6,0.6,0,0,0,0,0,0.8,1,0,0
"15224",15224,118,8,2,40,0.8,0.6,0.2,0,0,0,0.2,0.2,0.8,1,0,0
"15225",15225,118,8,3,41,0.6,0.6,0.4,0,0,0,0,0,0.4,0.8,0,0
"15226",15226,118,8,4,42,0.6,0.8,0.6,0,0,0,0,0,0.6,0.8,0,0
"15227",15227,118,8,5,43,0.8,1,1,0,0,0,0,0,1,1,0,0
"15228",15228,118,8,6,44,0.8,0.8,0.6,0.2,0,0,0,0.2,0.8,0.8,0,0
"15229",15229,118,9,1,45,0.4,0.4,0,0.2,0,0,0,0.2,0.4,0.6,0,0
"15230",15230,118,9,2,46,0.8,0.8,0.8,0,0,0,0,0,0.8,0.6,0,0
"15231",15231,118,9,3,47,0.6,0.6,0.6,0,0,0,0,0.2,0.6,0.6,0,0
"15232",15232,118,9,4,48,1,0.8,0.8,0,0,0,0,0,0.8,1,0,0
"15233",15233,118,10,1,49,0.4,0.4,0.4,0,0,0,0,0,0.4,1,0,0
"15234",15234,118,10,2,50,1,1,0,0,0,0,0,0,0.8,1,0,0
"15235",15235,118,10,3,51,0.6,0.6,0.4,0,0,0,0,0.2,0.6,0.6,0,0
"15236",15236,118,10,4,52,0.4,0.4,0.2,0,0.2,0,0.2,0.4,0.4,0.6,0,0
"15237",15237,118,10,5,53,0.8,1,0,0,0,0,0,0.2,0.6,1,0,0.4
"15238",15238,118,11,1,54,0.8,0.8,0.6,0,0,0,0,0,1,0.8,0,0
"15239",15239,118,11,2,55,0.6,0.6,0.4,0.2,0,0,0.2,0.2,0.8,0.8,0,0
"15240",15240,118,11,3,56,0.6,0.6,0.4,0,0,0,0,0,0.6,0.8,0,0
"15241",15241,118,11,4,57,0.6,0.8,0.2,0,0,0,0,0,0.6,0.8,0,0
"15242",15242,118,11,5,58,0.6,1,0.6,0,0,0,0,0,0.6,1,0,0
"15243",15243,118,11,6,59,0.6,1,0.4,0,0,0,0,0,0.4,1,0,0
"15244",15244,118,12,1,60,0.8,0.8,0.6,0,0,0,0,0,1,1,0,0
"15245",15245,118,12,2,61,0.4,0.4,0.2,0,0,0,0,0.4,0.6,0.8,0,0
"15246",15246,118,12,3,62,0.4,0.4,0,0,0,0,0,0.2,0.4,0.4,0,0
"15247",15247,118,12,4,63,0.6,0.4,0,0,0,0,0,0.4,0.4,0.4,0,0
"15248",15248,118,12,5,64,0.4,0.2,0,0,0,0,0.2,0.4,0,0.6,0,0
"15249",15249,118,12,6,65,0,0,0,0,0,0,0,1,0,0.4,0,0
"15250",15250,118,13,1,66,0.8,1,0.6,0,0,0,0,0,0.8,1,0,0
"15251",15251,118,13,2,67,0.4,0.4,0,0,0,0,0,0.4,0.4,0.6,0,0
"15252",15252,118,13,3,68,0.4,0.4,0,0,0,0,0,0.6,0.2,0.4,0.2,0
"15253",15253,118,13,4,69,0.6,0.6,0,0,0,0,0,0.4,0.4,0.4,0.2,0
"15254",15254,118,13,5,70,0.8,0.8,0,0,0,0,0,0.4,0.6,0.8,0,0
"15255",15255,118,13,6,71,0.8,0.8,0.2,0,0,0,0,0,0.8,0.8,0,0
"15256",15256,118,14,1,72,0.6,0.8,0.4,0,0,0,0,0.2,0.6,1,0,0
"15257",15257,118,14,2,73,0,0,0,0.8,0.4,0,0.8,1,0,0,0.4,0.8
"15258",15258,118,14,3,74,0.6,0.4,0.2,0,0,0,0,0.2,0.4,0.4,0,0.2
"15259",15259,118,14,4,75,0.4,0.2,0,0,0,0,0,0.4,0.2,0.4,0,0
"15260",15260,118,14,5,76,1,1,0.6,0,0,0,0,0,0.6,1,0,0
"15261",15261,118,14,6,77,0.6,0.6,0.2,0,0.2,0,0,0,0.8,0.8,0.2,0
"15262",15262,118,15,1,78,0.8,0.8,0.6,0,0.2,0,0,0.4,1,0.8,0,0.2
"15263",15263,118,15,2,79,0.4,0.6,0.6,0,0,0,0,0,0.6,1,0,0
"15264",15264,118,15,3,80,0.2,0,0,0,0.2,0,0,0,0.2,0.8,0,0.4
"15265",15265,118,15,4,81,1,1,0.6,0,0,0,0,0.2,1,0.8,0,0
"15266",15266,118,15,5,82,0.6,0.6,0.4,0.4,0,0,0,0.4,0.6,0.6,0,0
"15267",15267,118,16,1,83,0.6,0.4,0.6,0.2,0,0,0,0.2,0.4,1,0,0
"15268",15268,118,16,2,84,0.6,0.4,0.2,0,0.4,0,0,0,0.8,1,0,0.2
"15269",15269,118,16,3,85,0.6,0.4,0.6,0,0.2,0,0,0,0.4,1,0,0.2
"15270",15270,118,16,4,86,0.6,0.4,0.6,0.2,0.2,0,0.2,0,0.6,0.6,0,0
"15271",15271,118,17,1,87,0.4,0.4,0.6,0.4,0.2,0,0,0,0.6,0.8,0,0.2
"15272",15272,118,17,2,88,0.4,0.2,0.2,0,0,0,0,0,0.4,1,0,0
"15273",15273,118,17,3,89,0.4,0.8,0.6,0,0,0,0.2,0,0.6,0.8,0,0
"15274",15274,118,17,4,90,0.8,0.8,0.8,0,0,0,0,0.2,1,0.8,0,0
"15275",15275,118,17,5,91,0.6,0.8,0.2,0,0,0,0,0,0.6,1,0.2,0
"15276",15276,118,18,1,92,0.6,0.4,0.6,0,0,0,0,0.2,0.6,0.8,0,0
"15277",15277,118,18,2,93,0.4,0.4,0.6,0.2,0,0,0,0.4,0.6,0.6,0.2,0
"15278",15278,118,18,3,94,0.6,0.4,0.8,0,0,0,0,0,0.6,1,0,0
"15279",15279,118,18,4,95,0.6,0.6,0.4,0,0,0,0,0.2,0.6,0.8,0,0
"15280",15280,118,18,5,96,0.4,0.6,0.2,0,0,0,0,0,0.6,0.8,0,0
"15281",15281,118,19,1,97,0.4,0.2,0,0,0,0,0,0,0.6,1,0,0
"15282",15282,118,19,2,98,0.6,1,1,0,0,0,0,0,1,1,0,0
"15283",15283,118,19,3,99,0.6,0.8,1,0,0,0,0,0,0.8,1,0,0
"15284",15284,118,19,4,100,0.4,0.4,0,0,0,0,0,0,0.6,1,0,0
"15285",15285,118,19,5,101,0.8,1,0.8,0,0,0,0,0.2,1,1,0,0.2
"15286",15286,118,20,1,102,0.8,0.8,0.6,0,0,0,0,0.2,1,1,0,0.2
"15287",15287,118,20,2,103,0.8,0.6,0.2,0,0,0,0,0,0.6,1,0,0
"15288",15288,118,20,3,104,0.4,0.6,0.6,0,0,0,0,0.4,0.6,1,0,0
"15289",15289,118,20,4,105,0.2,0.2,0.4,0,0,0,0,0.2,0.6,1,0,0
"15290",15290,118,20,5,106,0.6,0.6,0.4,0,0,0,0,0,0.4,1,0,0
"15291",15291,118,21,1,107,0.4,0.8,0.2,0,0,0,0,0,0.6,1,0,0
"15292",15292,118,21,2,108,0.4,0.4,0.2,0.2,0,0,0,0.2,0.6,1,0,0
"15293",15293,118,21,3,109,0.4,0.4,0.2,0,0,0,0,0,0.4,1,0,0
"15294",15294,118,22,1,110,0.6,0.8,0.6,0,0,0,0,0,0.8,1,0,0
"15295",15295,118,22,2,111,0.8,0.8,0,0,0,0,0,0,0.8,1,0,0
"15296",15296,118,22,3,112,0.6,0.6,1,0,0,0,0,0.4,1,0.8,0,0
"15297",15297,118,22,4,113,0.4,0.6,0.4,0,0,0,0,0.2,0.6,0.8,0,0
"15298",15298,118,22,5,114,0.6,1,0.4,0,0,0,0,0.2,0.8,1,0,0
"15299",15299,118,23,1,115,0.6,0.4,0.2,0,0,0,0,0,0.6,1,0,0
"15300",15300,118,23,2,116,0.2,0,0,0.6,0,0,0.2,0.4,0.4,0.6,0,0
"15301",15301,118,23,3,117,0.8,0.8,0.8,0,0,0,0,0,0.8,1,0,0
"15302",15302,118,23,4,118,1,1,0.6,0,0,0,0,0,0.8,1,0,0
"15303",15303,118,23,5,119,0.6,0.8,0.4,0,0,0,0,0.2,0.2,0.8,0,0.2
"15304",15304,118,24,1,120,0.8,1,0.8,0,0,0,0.2,0.2,0.8,1,0,0
"15305",15305,118,24,2,121,0.8,0.8,0.8,0,0,0,0,0,0.6,0.8,0,0
"15306",15306,118,24,3,122,0.6,0.6,0.4,0,0,0,0,0.4,0.6,1,0,0
"15307",15307,118,24,4,123,0.6,0.8,0.8,0,0,0,0,0,0.6,1,0,0
"15308",15308,118,24,5,124,0.6,0.6,0.2,0,0,0,0,0,0.6,1,0,0
"15309",15309,118,24,6,125,0.6,0.8,0.4,0,0,0,0,0,0.6,1,0,0
"15310",15310,118,25,1,126,0.4,0.4,0.4,0,0,0,0,0,0.4,1,0,0
"15311",15311,118,25,2,127,1,0.8,0.6,0.2,0,0,0,0.2,0.8,0.6,0,0
"15312",15312,118,25,3,128,0.6,0.6,0.2,0,0,0,0.2,0.2,0.6,1,0,0
"15313",15313,118,25,4,129,0.6,0.6,0.4,0,0,0,0.2,0.2,0.4,0.6,0,0
"15314",15314,118,25,5,130,0.4,0.4,0.2,0,0,0,0.2,0.2,0.6,1,0,0
"15315",15315,118,26,1,131,0.4,0.8,0.2,0.2,0.2,0,0.2,0,0.8,1,0.2,0
"15316",15316,118,26,2,132,0.4,0.2,0,0,0,0.2,0,0,0.4,1,0,0
"15317",15317,118,26,3,133,0.8,0.8,0.6,0,0,0,0,0,0.8,1,0,0
"15318",15318,118,26,4,134,0.6,0.8,0.6,0,0,0,0,0,1,1,0,0
"15319",15319,118,26,5,135,0.8,0.8,0.4,0,0,0,0,0,1,1,0,0.2
"15320",15320,118,27,1,136,0.6,0.8,0.6,0,0,0,0,0,0.6,0.8,0,0
"15321",15321,118,27,2,137,0.4,0.2,0,0,0,0,0.2,0,0.4,0.6,0,0
"15322",15322,118,27,3,138,1,0.8,0.4,0,0,0,0,0,0.6,0.8,0,0
"15323",15323,118,27,4,139,0.6,1,1,0,0,0,0,0,0.6,1,0,0
"15324",15324,118,27,5,140,0.6,0.8,0.4,0,0,0,0,0,0.6,1,0,0
"15325",15325,118,28,1,141,0.6,0.6,0.4,0,0,0,0,0,0.6,1,0,0
"15326",15326,118,28,2,142,0.6,0.6,0.4,0,0,0,0,0,0.6,1,0,0
"15327",15327,118,28,3,143,0.8,0.8,0,0,0,0,0,0,0.8,0.8,0,0
"15328",15328,118,28,4,144,0.4,0.6,0.4,0,0,0,0,0,0.6,1,0,0
"15329",15329,118,28,5,145,0.6,0.6,0.6,0,0,0,0,0,0.6,0.6,0.2,0
"15330",15330,118,29,1,146,0.8,0.8,0.6,0.2,0,0,0.2,0.2,0.8,1,0,0
"15331",15331,118,29,2,147,0.8,0.2,0,0,0,0.2,0,0.2,0.4,0.4,0,0
"15332",15332,118,29,3,148,0.4,0.4,0,0,0,0,0,0,0.4,1,0,0
"15333",15333,118,29,4,149,0.6,0.8,0.8,0,0,0,0,0,0.6,1,0,0
"15334",15334,118,29,5,150,0.6,0.6,0.4,0,0,0,0,0,0.8,0.8,0,0
"15335",15335,119,1,1,1,0.6,0.6,0.2,0,0,0,0,0.2,0.4,0.6,0,0
"15336",15336,119,1,2,2,0.8,0.6,0,0,0,0,0,0,0.8,0.8,0,0
"15337",15337,119,1,3,3,0,0.6,0,0,0,0,0,0,1,0.6,0.2,0
"15338",15338,119,1,4,4,0.2,0.4,0,0.6,0,0,0,0,0.4,0.4,0,0
"15339",15339,119,1,5,5,0,0.6,0,0,0,0,0,0,1,0.8,0,0
"15340",15340,119,2,1,6,0,0,0,0.2,0,0,0,0.4,0,0.8,0,0
"15341",15341,119,2,2,7,0.4,0.6,0,0,0.6,0,0,0.2,0.8,1,0.2,0
"15342",15342,119,2,3,8,0,0,0,0,0,0,0,0,0,0.8,0,0
"15343",15343,119,2,4,9,0.2,0.2,0,0,0,0,0,0,0,0.4,0,0
"15344",15344,119,2,5,10,0.4,0.2,0,0,0,0,0,0,0.2,0.2,0,0
"15345",15345,119,3,1,11,0,0,0,0,0,0,0,0,0.4,1,0,0.4
"15346",15346,119,3,2,12,0.4,0.6,0,0,0,0,0,0.2,0.6,0.8,0,0
"15347",15347,119,3,3,13,0.2,0.4,0,0.4,0,0,0,0.2,0,0.2,0.2,0
"15348",15348,119,3,4,14,0.2,0.2,0,0,0,0,0,0.4,0,0.2,0.6,0
"15349",15349,119,3,5,15,0,0,0,0,0,0,0,0,0,0,0.2,0
"15350",15350,119,4,1,16,0,0,0,0,0,0,0,0.2,0,0.4,0,0
"15351",15351,119,4,2,17,0,0,0,0,0,0,0,0,0.2,0.6,0,0
"15352",15352,119,4,3,18,0,0,0,0,0,0,0,0,0,0.8,0,0
"15353",15353,119,4,4,19,0.4,0.2,0,0,0,0,0,0,0.6,0.4,0,0
"15354",15354,119,5,1,20,0,0,0,0,0,0,0,0,0,0.6,0.2,0
"15355",15355,119,5,2,21,0,0,0,0,0,0,0.4,0.4,0,0.2,0.6,0.2
"15356",15356,119,5,3,22,0,0,0,0.6,0,0,0.4,0.4,0,0.2,0,0
"15357",15357,119,6,1,23,0,0,0,0,0,0,0,0,0,0.4,0,0
"15358",15358,119,6,2,24,0,0,0,0,0,0,0,0,0,0.6,0,0
"15359",15359,119,6,3,25,0,0,0,0,0,0,0,0,0,1,0,0
"15360",15360,119,6,4,26,0,0,0,0,0,0,0,0,0,0.2,0.6,0.2
"15361",15361,119,6,5,27,0,0,0,0,0,0,0,0.6,0,0.2,0,0
"15362",15362,119,7,1,28,0,0,0,0,0,0,0,0.2,0,0.2,0.4,0
"15363",15363,119,7,2,29,0,0,0,0,0,0,0,0.2,0,0.4,0,0
"15364",15364,119,7,3,30,0,0,0,0,0,0,0,0.2,0,0,0.4,0
"15365",15365,119,7,4,31,0,0,0,0,0,0,0,0,0,0.2,0.6,0
"15366",15366,119,7,5,32,0,0,0,0,0,0,0,0,0.4,0.6,0,0
"15367",15367,119,8,1,33,0,0.4,0,0,0,0,0,0.2,0,0,0.4,0
"15368",15368,119,8,2,34,0.2,0.2,0,0,0,0,0,0.2,0.2,0.4,0.2,0
"15369",15369,119,8,3,35,0.2,0.4,0,0,0,0,0,0.2,0.6,0.4,0,0
"15370",15370,119,8,4,36,0.2,0.2,0,0,0,0,0,0.2,0.2,0.4,0.2,0
"15371",15371,119,8,5,37,0.2,0.2,0,0,0,0,0,0,0.4,0.6,0,0
"15372",15372,119,9,1,38,0.2,0.2,0,0,0,0,0,0.2,0.4,0,0,0
"15373",15373,119,9,2,39,0,0,0,0,0,0,0,0,0,0.4,0,0
"15374",15374,119,9,3,40,0.2,0.2,0,0,0,0,0,0,0.2,0.4,0,0
"15375",15375,119,9,4,41,0,0,0,0,0,0,0,0.6,0,0.4,0,0
"15376",15376,119,9,5,42,0.2,0.4,0,0,0,0,0,0,0.8,0.6,0,0
"15377",15377,119,9,6,43,0,0,0,0.2,0,0,0.2,0.4,0,0,0.4,0
"15378",15378,119,10,1,44,0,0,0,0,0,0,0,0.2,0.4,0.8,0,0
"15379",15379,119,10,2,45,0,0,0,0.2,0,0,0,0.4,0,0,0.4,0
"15380",15380,119,10,3,46,0,0,0,0,0,0,0,0.2,0,0,0,0
"15381",15381,119,10,4,47,0,0,0,0,0,0,0.4,0.8,0,0.2,0.4,0
"15382",15382,119,10,5,48,0,0,0,0.8,0,0,0.4,0.6,0,0,0.6,0.4
"15383",15383,119,10,6,49,0.2,0.4,0,0,0,0,0,0,0.8,0.6,0,0
"15384",15384,119,11,1,50,0,0,0,0.6,0.4,0,0.8,1,0,0,0.8,0.6
"15385",15385,119,11,2,51,0,0,0,0,0,0,0.4,0.6,0,0.2,0.8,0
"15386",15386,119,11,3,52,0.4,0.6,0.2,0,0,0,0,0,0.4,0.6,0,0
"15387",15387,119,11,4,53,0,0,0,0,0,0,0,0,0,0,0,0
"15388",15388,119,11,5,54,0,0.2,0,0,0,0,0,0.2,0,0.4,0,0
"15389",15389,119,11,6,55,0.2,0.4,0,0,0,0,0,0,0.4,0.6,0,0
"15390",15390,119,12,1,56,0.2,0.4,0,0.6,0,0,0,0.2,0.2,0.6,0,0
"15391",15391,119,12,2,57,0,0.4,0,0,0,0,0,0.2,0,0.2,0,0
"15392",15392,119,12,3,58,0,0,0,0,0,0,0,0.4,0.2,0.4,0,0
"15393",15393,119,12,4,59,0,0.4,0,0,0,0,0.2,0.4,0.6,0.4,0,0
"15394",15394,119,12,5,60,0,0.2,0,0,0,0,0,0,0,0.6,0,0
"15395",15395,119,12,6,61,0,0,0,0,0,0,0,0,0.8,0.4,0,0
"15396",15396,119,13,1,62,0,0,0,0.4,0,0,0.2,0.2,0,0.2,0,0.2
"15397",15397,119,13,2,63,0,0.2,0,0,0,0,0.4,0.2,0,0,0.2,0
"15398",15398,119,13,3,64,0.2,0.4,0,0,0,0,0.4,0.2,0,0.2,0.4,0
"15399",15399,119,13,4,65,0.2,0.2,0,0,0,0,0.2,0.4,0,0,0.6,0
"15400",15400,119,13,5,66,0,0,0,0.2,0,0,0.2,0.4,0,0.4,0.2,0
"15401",15401,119,14,1,67,0,0,0,0,0,0,0.2,0.2,0,0,0.2,0
"15402",15402,119,14,2,68,0,0.2,0,0,0,0,0.4,0.4,0,0.2,0.2,0
"15403",15403,119,14,3,69,0,0.2,0,0,0,0,0,0,0.6,0.8,0,0
"15404",15404,119,14,4,70,0,0,0,0.2,0,0,0,0.4,0,0.2,0.4,0
"15405",15405,119,14,5,71,0,0,0,0,0,0,0.2,0.4,0,0.2,0.6,0
"15406",15406,119,15,1,72,0.6,0.4,0,0,0,0,0,0,0.8,1,0,0
"15407",15407,119,15,2,73,0.2,0,0,0,0,0,0,0,0.2,1,0,0
"15408",15408,119,15,3,74,0,0.2,0,0,0,0,0,0.2,0,0.4,0.2,0
"15409",15409,119,15,4,75,0.6,0.6,0,0.4,0,0,0,0.4,0,0.2,0.4,0
"15410",15410,119,16,1,76,0,0,0,0.8,0,0,0.2,0.6,0,0,0.4,1
"15411",15411,119,16,2,77,0,0,0,0,0,0,0.4,0.8,0,0,0.8,1
"15412",15412,119,16,3,78,0,0,0.2,0.4,0,0,0,0.2,0,0.4,0.4,0.2
"15413",15413,119,16,4,79,0,0,0,0,0,0,0,0,0.4,0.8,0,0
"15414",15414,119,17,1,80,0,0,0,0,0,0,0,0.2,0.2,0.8,0,0
"15415",15415,119,17,2,81,0,0,0,0,0,0,0,0.2,0,0.8,0,0.4
"15416",15416,119,17,3,82,0,0,0,0,0,0,0,0,0.2,0.6,0,0
"15417",15417,119,18,1,83,0,0,0,0.4,0.2,0.2,0.4,0.4,0,0.2,0.4,0.8
"15418",15418,119,18,2,84,0,0,0,0.2,0,0,0,0.6,0,0.4,0.2,0.2
"15419",15419,119,18,3,85,0.4,0.6,0,0,0,0,0,0,0.6,0.4,0,0
"15420",15420,119,18,4,86,0.4,0.6,0,0,0,0,0,0.2,0.6,0.4,0,0
"15421",15421,119,18,5,87,0.4,0.6,0,0,0,0,0,0,0.2,0.6,0.2,0
"15422",15422,119,18,6,88,0.2,0.4,0,0.2,0,0,0,0.4,0,0,0.4,0
"15423",15423,119,19,1,89,0,0,0,0,0,0,0,0,0.6,1,0,0
"15424",15424,119,19,2,90,0,0,0,0,0,0,0,0,0.2,0.6,0,0
"15425",15425,119,19,3,91,0.4,0.2,0,0,0.2,0,0,0,0.2,0.6,0,0
"15426",15426,119,19,4,92,0.4,0.4,0,0,0,0,0,0,0.2,0.8,0,0
"15427",15427,119,19,5,93,0,0,0,0,0,0,0.2,0.4,0.6,0.8,0,0
"15428",15428,119,20,1,94,0.2,0.6,0,0,0,0,0,0,0.4,0.8,0,0
"15429",15429,119,20,2,95,0.2,0.4,0,0.4,0,0,0.2,0.2,0.4,0.6,0,0
"15430",15430,119,20,3,96,0,0.2,0,0,0,0,0,0,0.4,1,0,0
"15431",15431,119,20,4,97,0.2,0,0,0,0,0,0,0.2,0,0.4,0.2,0.2
"15432",15432,119,20,5,98,0.6,0.8,0,0.2,0,0,0,0,0,0.8,0,0
"15433",15433,119,21,1,99,0.2,0.4,0,0,0,0,0,0.6,0.2,0.6,0,0
"15434",15434,119,21,2,100,0.2,0.4,0,0,0,0,0,0,0.8,1,0,0
"15435",15435,119,21,3,101,0,0.4,0,0,0,0,0,0,0.6,0.8,0,0
"15436",15436,119,21,4,102,0.4,0.6,0,0,0,0,0,0,0.4,0.8,0,0
"15437",15437,119,21,5,103,0.2,0,0.4,0.4,0,0,0,0,0.2,0.4,0,0
