"","X","ID","day","beep","observationID","Proud","Success","Superior","Angry","Excluded","Envious","Resentful","Ashamed","Insecure","Enthusiastic","Relaxed","Anxious","Sad","Lonely"
"25540",25540,433,5,6,24,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0
"25541",25541,433,6,1,25,0,0,0,0,0,0,0,0,0,0.4,1,0,0.2,0.2
"25542",25542,433,6,2,26,0.6,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"25543",25543,433,6,3,27,0.6,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"25544",25544,433,6,4,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25545",25545,433,6,5,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25546",25546,433,7,1,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25547",25547,433,7,2,31,0,0,0,0,0,0,0,0,0.4,0,1,0,0,0
"25548",25548,433,7,3,32,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0
"25549",25549,433,7,4,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25550",25550,433,7,5,34,0,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"25551",25551,433,7,6,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25552",25552,433,8,1,36,0.4,0.6,0,0,0,0,0,0,0,0,1,0,0,0
"25553",25553,433,8,2,37,0.6,0.6,0,0,0,0,0,0,0,0,1,0,0,0
"25554",25554,433,8,3,38,0.6,0.6,0,0,0,0,0,0,0,0,1,0,0,0
"25555",25555,433,8,4,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25556",25556,433,8,5,40,0.6,0.6,0,0,0,0,0,0,0,0.8,1,0,0,0
"25557",25557,433,8,6,41,0.6,0.6,0,0,0,0,0,0,0,0.4,1,0,0,0
"25558",25558,433,9,1,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25559",25559,433,9,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25560",25560,433,9,3,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25561",25561,433,9,4,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25562",25562,433,9,5,46,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0
"25563",25563,433,10,1,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25564",25564,433,10,2,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25565",25565,433,10,3,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25566",25566,433,10,4,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25567",25567,433,11,1,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25568",25568,433,11,2,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25569",25569,433,12,1,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25570",25570,433,12,2,54,0,0.6,0,0,0,0,0,0,0,0,1,0,0,0
"25571",25571,433,13,1,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25572",25572,433,13,2,56,0,0.6,0,0,0,0,0,0,0,0,1,0,0,0
"25573",25573,433,13,3,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25574",25574,433,13,4,58,0,0,0,0,0,0,0,0,0,0.6,1,0,0,0
"25575",25575,433,14,1,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25576",25576,433,14,2,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25577",25577,433,14,3,61,0,0.6,0,0,0,0,0,0,0,0,1,0,0,0
"25578",25578,433,14,4,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25579",25579,433,15,1,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25580",25580,433,15,2,64,0,0.6,0,0,0,0,0,0,0,0.4,1,0,0,0
"25581",25581,433,15,3,65,1,1,0,0,0,0,0,0,0,0.6,1,0,0,0
"25582",25582,433,15,4,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25583",25583,433,15,5,67,0.4,1,0,0,0,0,0,0,0,0.4,1,0,0,0
"25584",25584,434,1,1,1,0.6,0.6,0.4,0.2,0.4,0,0,0,0,0.4,0.4,0.2,0,0
"25585",25585,434,1,2,2,0,0.2,0,0.4,0.8,0,0,0,0.2,0,0.2,0.4,0.4,0.2
"25586",25586,434,1,3,3,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"25587",25587,434,1,4,4,0.2,0.2,0.2,0.6,0.6,0,0,0,0.6,0.2,0.4,0.2,0.2,0.4
"25588",25588,434,2,1,5,0,0.6,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"25589",25589,434,2,2,6,0,0.6,0,0.2,0,0,0,0,0.4,0,0.4,0,0,0
"25590",25590,434,2,3,7,0,0.4,0,0.6,0,0,0,0,0.2,0,0,0,0,0
"25591",25591,434,2,4,8,0,0,0,0.6,0.6,0,0,0,0.6,0,0,0,0.4,0
"25592",25592,434,3,1,9,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"25593",25593,434,3,2,10,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0
"25594",25594,434,3,3,11,0.4,0.4,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"25595",25595,434,3,4,12,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.2,0
"25596",25596,434,4,1,13,0,0,0,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0.2
"25597",25597,434,4,2,14,0.8,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25598",25598,434,4,3,15,0.2,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"25599",25599,434,5,1,16,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"25600",25600,434,5,2,17,0,0,0,0.2,0,0,0,0,0,0,0.4,0,0,0.2
"25601",25601,434,6,1,18,0.2,0.2,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"25602",25602,434,6,2,19,0,0.4,0,0,0,0,0,0,0,0.2,0.4,0.2,0,0.2
"25603",25603,434,7,1,20,0.4,0,0,0,0,0,0,0,0,0.8,0.6,0,0.4,0
"25604",25604,434,7,2,21,0.4,0.4,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"25605",25605,434,7,3,22,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.6
"25606",25606,434,7,4,23,0,0,0,1,0,0,1,0.6,0,0,0,0,1,0.2
"25607",25607,434,7,5,24,0,0,0,0.6,0.4,0,0,0,0.2,0,0,0,0.6,0.2
"25608",25608,434,9,1,25,0.6,0.6,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"25609",25609,434,9,2,26,0.4,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"25610",25610,434,13,1,27,0,0.4,0,0.6,0.4,0,0,0,0.6,0,0.2,0,0.2,0.2
"25611",25611,434,13,2,28,0,0,0,0.4,0.4,0,0,0,0,0,0.4,0,0,0
"25612",25612,434,13,3,29,0.6,0.4,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25613",25613,434,13,4,30,0.8,0.2,0,0,0,0,0,0,0,1,0.8,0,0,0
"25614",25614,434,14,1,31,0.8,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25615",25615,434,14,2,32,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25616",25616,434,14,3,33,0,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"25617",25617,434,15,1,34,0,0,0,0.6,0.6,0,0,0,0.4,0,0.2,0,0.8,0
"25618",25618,434,15,2,35,0.6,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25619",25619,434,15,3,36,0.4,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"25620",25620,434,15,4,37,0,0,0,0.8,0,0,0,0,0,0,0.2,0,0,0
"25621",25621,434,15,5,38,0.6,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"25622",25622,435,1,1,1,0,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0
"25623",25623,435,1,2,2,0,0.6,0.2,0.2,0,0,0,0,0,0.4,0.6,0,0,0.2
"25624",25624,435,1,3,3,0,0,0,0.4,0,0,0,0,0,0.4,0.8,0,0,0
"25625",25625,435,1,4,4,0.6,1,0.2,0.2,0.2,0,0,0,0,0.8,0.6,0,0,0
"25626",25626,435,2,1,5,0,0.2,0.6,0.4,0,0,0,0,0,0.2,0.8,0,0,0.2
"25627",25627,435,2,2,6,0,0.8,0.4,0.4,0.2,0,0,0,0,0.2,0.8,0,0,0
"25628",25628,435,2,3,7,0,0.4,0.2,0,0.2,0.2,0,0,0.2,0.2,0.4,0.2,0,0.2
"25629",25629,435,2,4,8,0,0,0.2,1,0,0,0.2,0.6,0,0,0,0,0.4,0.4
"25630",25630,435,2,5,9,0.6,0.8,0.6,0,0.2,0.2,0,0,0,1,0.8,0,0,0.4
"25631",25631,435,3,1,10,0.4,0.6,0.4,0.2,0.2,0.2,0,0,0.2,0.8,0.4,0.2,0,0
"25632",25632,435,3,2,11,0,0.2,0.4,0.2,0.2,0.2,0,0,0.4,0,0.6,0.2,0,0.2
"25633",25633,435,3,3,12,0,0.4,0.6,0.4,0,0.2,0.2,0,0,0,0.8,0,0,0
"25634",25634,435,3,4,13,0.8,0.6,0.2,0,0.6,0.4,0,0,0,1,0.8,0,0,0.4
"25635",25635,435,3,5,14,0,0,0.4,0.4,0.2,0,0.4,0,0,0,0.6,0,0.4,0.2
"25636",25636,435,4,1,15,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0.2
"25637",25637,435,4,2,16,0.8,0.6,0.2,0,0,0.2,0,0.2,0.6,0.6,0.6,0,0,0
"25638",25638,435,5,1,17,0,0,0,0,0,0,0.2,0,0,0.4,0.6,0,0,0
"25639",25639,436,1,1,1,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"25640",25640,436,1,2,2,0.6,0.6,0,0,0,0,0,0,0.6,0.4,0.8,0,0,0
"25641",25641,436,1,3,3,0.4,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25642",25642,436,2,1,4,0,0.8,0,0,0,0,0,0,0,0,0.6,0,0,0
"25643",25643,436,2,2,5,0.8,0.6,0,0,0,0,0,0,0,0.6,0,0,0,0
"25644",25644,436,2,3,6,0,0.4,0,0,0,0,0,0,0,0.6,1,0,0,0
"25645",25645,436,2,4,7,0.6,0.6,0,0,0,0,0,0,0.2,0.8,0.6,0,0,0
"25646",25646,436,2,5,8,0.4,0,0,0.4,0,0.4,0,0,0.6,0,0.4,0,0,0
"25647",25647,436,2,6,9,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"25648",25648,436,3,1,10,0,0,0,0.6,0,0,0,0.4,0.6,0,0,0,0,0
"25649",25649,436,3,2,11,1,1,0,0,0,0,0,0,0,1,0.8,0,0,0
"25650",25650,436,3,3,12,0.6,0.6,0,0.8,0,0,0,0,0,0.4,0.6,0,0,0
"25651",25651,436,3,4,13,0.4,0.6,0,0,0,0,0,0.4,0,0.6,0.8,0,0,0
"25652",25652,436,3,5,14,0.4,0.8,0,0,0,0,0,0,0,1,1,0,0,0
"25653",25653,436,4,1,15,0.6,0,0,0,0,0,0,0,0,0.8,1,0,0,0
"25654",25654,436,4,2,16,0.6,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25655",25655,436,4,3,17,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"25656",25656,436,5,1,18,0.4,0.6,0.4,0.4,0,0,0.6,0,0,0.4,0.6,0,0,0
"25657",25657,436,5,2,19,0.6,0.6,0,0,0,0,0,0,0.4,0,0.6,0,0,0
"25658",25658,436,5,3,20,0.6,0.6,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25659",25659,436,5,4,21,0.8,0.8,0,0.6,0,0,0,0,0,0.6,0.6,0,0,0
"25660",25660,436,5,5,22,0.6,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"25661",25661,436,5,6,23,0.8,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25662",25662,436,6,1,24,0.6,0.4,0,0,0,0,0,0,0,0.4,1,0,0,0
"25663",25663,436,6,2,25,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25664",25664,436,6,3,26,0,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"25665",25665,436,6,4,27,0,0,0,0.6,0,0,0,0.8,0.4,0,0,0,0.4,0
"25666",25666,436,6,5,28,0.6,0.4,0,0.6,0,0,0,0,0,0.6,0.6,0,0,0
"25667",25667,436,7,1,29,0.4,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"25668",25668,436,7,2,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25669",25669,436,7,3,31,0.6,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25670",25670,436,7,4,32,0.6,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25671",25671,436,7,5,33,0.4,0.8,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25672",25672,436,8,1,34,0,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"25673",25673,436,8,2,35,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25674",25674,436,8,3,36,0.8,0.6,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"25675",25675,436,9,1,37,0.4,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25676",25676,436,9,2,38,0.6,0.4,0,0,0,0,0,0.6,0,0.6,1,0,0,0
"25677",25677,436,9,3,39,0.6,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"25678",25678,436,9,4,40,0.4,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"25679",25679,436,9,5,41,0.8,0.8,0,0,0,0,0,0,0,1,0.6,0,0,0
"25680",25680,436,9,6,42,0.8,0.8,0.6,0,0,0,0,0,0,0.8,0.8,0,0,0
"25681",25681,436,10,1,43,0,0,0,0.6,0,0,0,0,0,0,0.6,0,0,0
"25682",25682,436,10,2,44,0.6,0.6,0,0.6,0,0,0,0,0,0.4,0.6,0,0,0
"25683",25683,436,10,3,45,0.6,0.6,0.6,0.4,0,0,0.4,0,0,0.6,0.8,0,0,0
"25684",25684,436,10,4,46,0.6,0.6,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"25685",25685,436,10,5,47,0.8,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25686",25686,436,10,6,48,0.6,0.8,0,0.4,0,0,0,0,0,0.6,0.8,0,0,0
"25687",25687,436,11,1,49,0.8,0.8,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"25688",25688,436,11,2,50,0.6,0.6,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25689",25689,436,11,3,51,0.8,0.4,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25690",25690,436,11,4,52,0.8,1,0,0,0,0,0,0,0,0.8,1,0,0,0
"25691",25691,436,11,5,53,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25692",25692,436,11,6,54,0.6,0.8,0,0,0,0,0,0,0,0.8,1,0,0,0
"25693",25693,436,12,1,55,0.6,0.6,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25694",25694,436,12,2,56,0.8,0.8,0,0,0,0,0,0,0,0.8,1,0,0,0
"25695",25695,436,12,3,57,0.8,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25696",25696,436,13,1,58,0.6,0.6,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25697",25697,437,1,1,1,0,0.6,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"25698",25698,437,1,2,2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"25699",25699,437,1,3,3,0.4,0.4,0.2,0,0,0,0,0.2,0,0.2,0.6,0,0,0
"25700",25700,437,1,4,4,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"25701",25701,437,1,5,5,0,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25702",25702,437,1,6,6,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"25703",25703,437,2,1,7,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"25704",25704,437,2,2,8,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"25705",25705,437,2,3,9,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"25706",25706,437,2,4,10,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"25707",25707,437,2,5,11,0,0,0.4,0.8,0,0,0,0,0,0,0.6,0,0,0
"25708",25708,437,2,6,12,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"25709",25709,437,3,1,13,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"25710",25710,437,3,2,14,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0
"25711",25711,437,3,3,15,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"25712",25712,437,3,4,16,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25713",25713,437,3,5,17,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"25714",25714,437,4,1,18,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0
"25715",25715,437,4,2,19,0,0.2,0.2,0,0,0,0,0,0,0,0.6,0,0,0
"25716",25716,437,4,3,20,0,0,0,0.2,0,0,0,0,0.2,0,0.4,0.2,0,0
"25717",25717,437,4,4,21,0,0,0,0,0,0,0,0,0,0.2,0.6,0.2,0,0
"25718",25718,437,4,5,22,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0
"25719",25719,437,4,6,23,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0
"25720",25720,437,5,1,24,0.6,0.6,0.2,0,0,0,0,0,0,0.4,0.4,0,0,0
"25721",25721,437,5,2,25,0.2,0.2,0.4,0.2,0,0,0,0,0.2,0,0.4,0,0,0
"25722",25722,437,5,3,26,0.4,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25723",25723,437,5,4,27,0.2,0.4,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25724",25724,437,5,5,28,0,0.4,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25725",25725,437,5,6,29,0.6,0.4,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25726",25726,437,6,1,30,0,0,0,0.2,0,0,0,0,0.4,0,0.2,0.4,0.2,0
"25727",25727,437,6,2,31,0.2,0.2,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"25728",25728,437,6,3,32,0,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25729",25729,437,6,4,33,0,0.2,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"25730",25730,437,6,5,34,0,0.4,0.2,0,0,0,0,0,0,0.8,0.8,0,0,0
"25731",25731,437,6,6,35,0,0.4,0.2,0,0,0,0,0,0,0.4,0.6,0,0,0
"25732",25732,437,7,1,36,0,0,0,0,0,0,0,0,0.4,0,0.4,0.2,0.2,0
"25733",25733,437,7,2,37,0,0,0.2,0.2,0,0,0,0,0.2,0,0.4,0.2,0.2,0
"25734",25734,437,7,3,38,0.2,0.6,0.2,0,0,0,0,0,0,0.6,0.6,0,0,0
"25735",25735,437,7,4,39,0.4,0.4,0.2,0,0,0,0.2,0,0,0.8,0.8,0,0,0
"25736",25736,437,7,5,40,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"25737",25737,437,7,6,41,0.4,0.2,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"25738",25738,437,8,1,42,0.4,0.2,0,0.4,0,0,0,0,0.2,0,0.4,0,0,0
"25739",25739,437,8,2,43,0,0.2,0,0.4,0,0,0,0,0.2,0,0.6,0.2,0,0
"25740",25740,437,8,3,44,0.6,0.4,0.2,0,0,0,0,0,0.2,0.6,0.4,0.4,0,0
"25741",25741,437,8,4,45,0.2,0.6,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"25742",25742,437,9,1,46,0.2,0.4,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"25743",25743,437,9,2,47,0,0.4,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25744",25744,437,9,3,48,0,0,0,0,0,0,0.6,0,0,0,0.4,0,0,0.2
"25745",25745,437,10,1,49,0,0.2,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"25746",25746,437,10,2,50,0.4,0.4,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"25747",25747,437,10,3,51,0.4,0.6,0.2,0,0,0,0,0,0,0.6,1,0,0,0
"25748",25748,437,11,1,52,0,0.2,0.4,0.4,0,0,0.2,0,0,0,0.6,0,0,0
"25749",25749,437,11,2,53,0.2,0.4,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25750",25750,437,11,3,54,0.2,0,0.4,0.4,0,0,0.4,0,0,0,0.8,0,0,0
"25751",25751,437,11,4,55,0.2,0.4,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"25752",25752,437,11,5,56,0.2,0.2,0.2,0,0,0,0,0,0,0.4,1,0,0,0
"25753",25753,437,12,1,57,0,0.2,0,0,0,0,0,0,0,0.6,1,0,0,0
"25754",25754,437,12,2,58,0,0,0,0,0,0,0,0,0,0,0.6,0,0.8,0
"25755",25755,437,12,3,59,0.2,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0.4,0
"25756",25756,437,12,4,60,0.2,0.2,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"25757",25757,437,13,1,61,0.2,0,0,0.6,0,0,0.6,0,0,0,0.4,0,0,0.2
"25758",25758,437,13,2,62,0,0.2,0,0.2,0,0,0,0,0,0.2,0.6,0,0.4,0.2
"25759",25759,437,14,1,63,0,0.2,0.2,0.2,0,0,0,0,0,0.2,0.6,0,0,0
"25760",25760,437,14,2,64,0.2,0.6,0.4,0,0,0,0,0,0,0.4,0.6,0,0,0
"25761",25761,437,14,3,65,0.6,0.6,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"25762",25762,438,1,1,1,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.8,0,0,0
"25763",25763,438,2,1,2,0.6,0.6,0.4,0.2,0,0,0,0,0,0.6,0.6,0,0,0
"25764",25764,438,4,1,3,0.6,0.6,0.6,0.6,0,0,0,0,0,0.6,1,0,0,0
"25765",25765,438,6,1,4,0.6,0.6,0.6,0.2,0,0,0,0,0,0,0.8,0.2,0,0
"25766",25766,439,1,1,1,0.6,0.2,0.2,0.6,0,0,0,0.6,0.4,0.4,0.4,0,0,0
"25767",25767,439,1,2,2,0.2,0.6,0,0,0,0,0,0,0,0,0.4,0,0,0
"25768",25768,439,1,3,3,0.4,0.8,0.6,0.6,0,0,0,0,0,0.2,0.4,0,0,0
"25769",25769,439,2,1,4,0.4,0.8,0.4,0,0,0,0,0,0,0.6,0.8,0,0,0
"25770",25770,439,2,2,5,0.4,0.8,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"25771",25771,439,2,3,6,0.4,1,0.2,0,0,0,0,0,0,0.2,1,0,0,0
"25772",25772,439,2,4,7,0.4,0.4,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25773",25773,439,3,1,8,0.8,1,0.2,0,0,0,0,0,0,0.4,0.6,0,0,0
"25774",25774,440,1,1,1,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.6,0,0,0.4
"25775",25775,441,1,1,1,0,0,0,0.4,0,0,0,0,0,0,0.6,0,0.4,0.2
"25776",25776,441,1,2,2,0.4,0.6,0.4,0.4,0,0,0,0,0.2,0.2,0.8,0,0,0
"25777",25777,441,1,3,3,0.4,0.2,0.2,0.2,0,0,0,0,0,0.4,0.8,0,0,0
"25778",25778,441,1,4,4,0.4,0.6,0.2,0.4,0.4,0,0,0,0.4,0.2,0.4,0.4,0.4,0.4
"25779",25779,441,1,5,5,0.2,0.8,0.2,0.2,0,0,0,0,0,1,0.8,0.4,0,0
"25780",25780,441,2,1,6,0.2,0.2,0,0.2,0,0,0,0,0.2,0,0.6,0.4,0,0
"25781",25781,441,2,2,7,0,0.6,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"25782",25782,441,2,3,8,0,0.2,0.2,0.2,0,0,0,0,0.4,0.2,0.6,0,0,0
"25783",25783,441,2,4,9,0,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0.4
"25784",25784,441,3,1,10,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0.2
"25785",25785,441,3,2,11,0.2,0.4,0.2,0,0.2,0,0,0,0,0.4,0.8,0,0,0.2
"25786",25786,441,3,3,12,0.2,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0.2
"25787",25787,441,3,4,13,0.2,0.4,0,0,0.4,0,0,0,0,0.4,0.8,0,0,0
"25788",25788,441,4,1,14,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0,0,0.2
"25789",25789,441,4,2,15,0.4,0.2,0.6,1,0.2,0,0.2,0,0.4,0,0.4,0,0.6,0.4
"25790",25790,441,5,1,16,0,0,0,0.4,0.2,0,0,0,0.4,0.4,0.6,0.2,0.4,0.2
"25791",25791,441,9,1,17,0.2,0.4,0.2,0.2,0.2,0,0,0,0.2,0.4,0.6,0,0.2,0.4
"25792",25792,441,9,2,18,0.4,0.4,0.2,0,0,0,0,0,0,0.4,0.8,0.2,0,0
"25793",25793,441,9,3,19,0.4,0.4,0.2,0,0.2,0,0,0,0.2,0.6,0.8,0,0,0
"25794",25794,441,10,1,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"25795",25795,441,16,1,21,0.2,0.4,0,0,0,0,0.2,0,0,0.2,0.6,0,0,0
"25796",25796,442,1,1,1,0.8,1,0.2,0,0,0,0,0,0,0.8,0.4,0,0,0
"25797",25797,442,1,2,2,0.4,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0
"25798",25798,442,1,3,3,0.6,0.8,0.2,0,0,0,0,0,0,0.4,0.8,0,0,0
"25799",25799,442,1,4,4,1,0.8,0.6,0,0,0,0,0,0,0.6,0.8,0,0,0
"25800",25800,442,1,5,5,0.4,0.2,0,0,0,0,0,0,0.4,0,0.2,0,0,0
"25801",25801,442,1,6,6,1,0.8,0.2,0,0,0,0,0,0,0.8,0.8,0,0.2,0.2
"25802",25802,442,2,1,7,1,0.8,0.6,0,0,0,0,0,0,0.8,0.6,0,0,0.2
"25803",25803,442,2,2,8,1,0.8,0.4,0,0,0,0,0,0,0.8,0.8,0,0,0
"25804",25804,442,2,3,9,0.6,0.6,0.2,0,0,0,0,0,0,0.4,0.8,0,0,0
"25805",25805,442,2,4,10,0.4,0.4,0.2,0.4,0,0,0.2,0,0.4,0,0.2,0,0.2,0
"25806",25806,442,2,5,11,0.6,0.6,0.2,0,0,0,0,0,0,0.8,0.6,0,0,0
"25807",25807,442,3,1,12,0.2,0,0,0,0.2,0,0,0,0,0.2,0.6,0,0,0.2
"25808",25808,442,3,2,13,1,0.8,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"25809",25809,442,3,3,14,1,0.8,0.4,0,0,0,0,0,0,0.8,0.6,0,0,0
"25810",25810,442,3,4,15,0.6,0.4,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25811",25811,442,3,5,16,0.6,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"25812",25812,442,3,6,17,0.4,0.6,0,0,0.4,0.2,0,0,0,0.4,0.6,0,0.2,0.2
"25813",25813,442,4,1,18,0.8,0.6,0.4,0,0,0,0,0,0,0,0.8,0,0,0
"25814",25814,442,5,1,19,0.8,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"25815",25815,442,5,2,20,0.8,0.6,0.2,0,0,0,0,0,0,0.4,0.6,0,0,0
